5.802142, 7.356464, 4.540687, 1.413005, 7.906967, 8.41327
2.786143, 7.021003, 4.167139, 6.854245, 3.483282, 6.020956
4.374592, 8.317559, 8.583113, 0.904138, 5.583807, 8.188597
7.505836, 0.554614, 6.234821, 6.292735, 5.284281, 9.384401
3.218903, 3.795703, 3.894305, 9.717606, 7.495111, 8.205379
3.908683, 6.291055, 0.125715, 4.644264, 7.527052, 7.920526
4.670723, 4.149787, 0.762964, 2.87587, 3.766542, 2.659971
2.110136, 1.314943, 7.411023, 7.554874, 7.363496, 0.245379
7.986964, 2.149626, 5.43664, 3.914932, 2.378355, 2.37276
7.99582, 5.275194, 4.668456, 4.013942, 6.52162, 2.220188
3.856038, 3.388069, 4.012976, 5.670441, 9.785905, 9.03812
4.964213, 5.254797, 7.062049, 7.187028, 6.474295, 2.336377
1.096601, 9.049227, 5.388494, 9.435712, 2.644957, 3.825415
1.226202, 9.723246, 7.187261, 7.229479, 2.314624, 0.185009
3.338676, 1.734416, 3.026604, 7.309444, 0.105641, 1.374451
3.311859, 4.699972, 6.252585, 0.903476, 7.814407, 7.887049
6.303315, 6.38531, 0.78498, 2.795089, 6.773596, 1.879167
4.725754, 0.813786, 3.116164, 4.784111, 5.245715, 5.229997
2.556714, 0.61918, 1.958519, 0.895482, 0.509154, 6.541232
5.420702, 1.437464, 8.58067, 1.740471, 3.086628, 6.063078
0.311956, 2.004001, 3.047562, 1.065448, 6.745168, 5.200633
2.925782, 9.508256, 7.671977, 4.215584, 2.710656, 6.247308
5.986335, 3.951567, 4.552125, 4.441753, 1.95135, 9.413195
9.568058, 4.014233, 1.386907, 2.604493, 1.575431, 2.138413
6.79447, 6.994689, 0.321347, 0.763936, 3.25774, 9.645391
2.268373, 6.433044, 1.592618, 2.742597, 5.279742, 3.19969
9.667193, 8.239906, 4.653429, 0.331151, 9.072238, 1.594681
1.870172, 2.653767, 8.394947, 3.166802, 4.148995, 2.898586
6.233445, 8.750046, 2.444822, 2.209327, 6.786828, 3.919012
7.876267, 7.094207, 8.365301, 0.399899, 1.737736, 8.534848
0.487194, 6.511359, 2.228444, 1.709579, 8.364452, 7.871994
1.822021, 2.845127, 4.525442, 9.034002, 2.803833, 3.079802
6.083656, 1.477841, 4.919232, 7.902942, 2.733215, 8.490669
8.304397, 4.729516, 4.93679, 2.851736, 6.912488, 0.475419
3.968848, 8.960749, 2.501333, 5.618149, 5.486892, 7.070675
6.914885, 1.159176, 6.125634, 3.624291, 0.869213, 0.148472
8.243788, 8.344211, 0.744773, 5.988304, 1.400465, 5.688991
0.990282, 5.602523, 0.397884, 5.563325, 8.659453, 6.739249
8.79941, 5.758207, 8.33045, 5.168958, 3.716674, 6.497361
0.198861, 9.34665, 2.356797, 5.679086, 1.488556, 7.225897
3.330531, 1.928105, 1.490796, 2.344211, 6.044352, 1.409851
3.520455, 4.043331, 9.634346, 3.51005, 2.869267, 9.744649
8.846974, 9.94532, 8.439504, 5.569137, 8.031568, 1.645928
7.157504, 5.272798, 5.981689, 7.839708, 4.495, 6.462778
3.74722, 2.166555, 1.467205, 7.365929, 4.736361, 1.365788
8.330127, 7.040756, 1.43644, 3.104069, 7.86559, 6.855329
5.904714, 0.849465, 6.620995, 1.29785, 1.815127, 5.347607
0.761803, 1.743239, 4.294227, 4.218827, 4.298311, 7.668242
0.039232, 3.470495, 1.364246, 5.98917, 4.283478, 7.306735
0.953258, 0.690563, 3.059281, 5.518007, 2.060393, 1.719693
8.905473, 0.94602, 9.529137, 4.240936, 5.676668, 3.044757
6.070655, 6.775753, 3.433555, 7.396337, 3.900345, 9.49807
7.528306, 5.190792, 0.227856, 2.011568, 6.946427, 1.141757
4.440237, 3.30448, 5.726171, 3.08544, 1.233876, 5.259171
7.848868, 1.59814, 3.179446, 5.08788, 0.378327, 3.367976
8.245037, 1.372679, 1.8247, 7.769363, 2.656223, 3.006824
2.71798, 2.114182, 7.137782, 0.26632, 3.19857, 7.391468
5.060345, 2.484652, 8.067122, 2.957842, 4.306215, 7.360307
3.183105, 5.603781, 0.772177, 2.795799, 8.36134, 5.696253
0.343066, 3.34861, 0.988003, 0.686074, 7.898434, 9.868545
1.462338, 4.168805, 6.455638, 2.702688, 6.267635, 6.900829
6.906202, 5.968247, 6.984745, 4.697695, 8.968307, 2.825245
3.883701, 6.979668, 6.956802, 9.425135, 0.863768, 8.879836
9.763124, 8.268074, 4.459513, 9.293008, 3.041034, 0.07072
3.390248, 7.019026, 3.010101, 6.928053, 6.702472, 7.24201
